,StopLocationID,StopNameShort,StopNameLong,StopType,SuburbName,PostCode,RegionName,LocalGovernmentArea,StatDivision,GPSLat,GPSLong
14038,16598,Westminster St,Westminster St/Burlington St (Oakleigh),Kerbside,Oakleigh,3166.0,Melbourne,Monash,Greater Metro,-37.902229999999996,145.094846
14039,16779,High Street Road,High Street Rd/Gallaghers Rd (Glen Waverley),Bus Bay,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.876404,145.178903
14041,16781,Arlington Drive,Arlington Dr/Gallaghers Rd (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.88512,145.17726399999998
14052,50221,Conquest Drive,Conquest Dr/Railway Ave (Werribee),Kerbside,Werribee,3030.0,Melbourne,Wyndham,Greater Metro,-37.89521,144.67013400000002
14055,50224,Hooker Road,Hooker Rd/Ballan Rd (Werribee),Kerbside,Werribee,3030.0,Melbourne,Wyndham,Greater Metro,-37.896124,144.63767099999998
14059,50228,Buckingham Drive,Buckingham Dr/Ballan Rd (Werribee),Kerbside,Werribee,3030.0,Melbourne,Wyndham,Greater Metro,-37.893415000000005,144.63243300000002
14063,50232,Bolton Road,Bolton Rd/Ballan Rd (Werribee),Kerbside,Werribee,3030.0,Melbourne,Wyndham,Greater Metro,-37.886887,144.626339
14068,50237,Victoria University - GATE3,Victoria University Werribee Campus/235 Hoppers Lane (Werribee),Kerbside,Werribee,3030.0,Melbourne,Wyndham,Greater Metro,-37.889179,144.700581
14072,50243,Kingdom Hall of Jehovah's Witnesses,Kingdom Hall of Jehovah's Witnesses/Tarneit Rd (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.847009,144.66947199999998
14073,50244,Cresswell Av,Cresswell Ave/Palmers Rd (Williams Landing),Kerbside,Williams Landing,3027.0,Melbourne,Wyndham,Greater Metro,-37.855812,144.747345
14078,50249,Overton Road,Overton Rd/Palmers Rd (Williams Landing),Kerbside,Williams Landing,3027.0,Melbourne,Wyndham,Greater Metro,-37.866238,144.747819
14081,50253,Al-Taqwa College,Al-Taqwa College/Sayers Rd (Truganina),Kerbside,Truganina,3029.0,Melbourne,Wyndham,Greater Metro,-37.851781,144.721858
14083,50255,Tarneit Station,Tarneit Station (Tarneit),Bus Bay,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.831939,144.69488
14084,50256,Tarneit Station,Tarneit Station (Tarneit),Bus Bay,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.831884,144.694602
14085,50257,Tarneit Station,Tarneit Station (Tarneit),Bus Bay,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.831804,144.694946
14086,50258,Tarneit Station,Tarneit Station (Tarneit),Bus Bay,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.831753000000006,144.694646
14087,50259,Tarneit Station,Tarneit Station (Tarneit),Bus Bay,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.831433000000004,144.69526399999998
14088,50260,Tarneit Station,Tarneit Station (Tarneit),Bus Bay,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.831388000000004,144.69464
14089,50261,Wyndham Vale Station,Wyndham Vale Station (Wyndham Vale),Bus Bay,Wyndham Vale,3024.0,Melbourne,Wyndham,Greater Metro,-37.873560999999995,144.608611
14090,50262,Wyndham Vale Station,Wyndham Vale Station (Wyndham Vale),Bus Bay,Wyndham Vale,3024.0,Melbourne,Wyndham,Greater Metro,-37.873805,144.60868
14091,50263,Wyndham Vale Station,Wyndham Vale Station (Wyndham Vale),Bus Bay,Wyndham Vale,3024.0,Melbourne,Wyndham,Greater Metro,-37.874102,144.608621
14098,4538,Sydney Road,Sydney Rd/Brunswick Rd (Brunswick),Kerbside,Brunswick,3056.0,Melbourne,Moreland,Greater Metro,-37.7771,144.95978
14102,4762,Melville Road,Melville Rd/Victoria St (Brunswick West),Kerbside,Brunswick West,3055.0,Melbourne,Moreland,Greater Metro,-37.764815000000006,144.944222
14103,4763,Victoria Street,465 Victoria St (Brunswick West),Kerbside,Brunswick West,3055.0,Melbourne,Moreland,Greater Metro,-37.765184999999995,144.947081
14104,4764,Raeburn Reserve,Raeburn Reserve/Victoria St (Brunswick),Kerbside,Brunswick,3056.0,Melbourne,Moreland,Greater Metro,-37.765478,144.94986
14105,4765,Brunswick Park,Brunswick Park/Victoria St (Brunswick),Kerbside,Brunswick,3056.0,Melbourne,Moreland,Greater Metro,-37.765766,144.951885
14106,4767,Brunswick Station,Brunswick Railway Station/Victoria St (Brunswick),Kerbside,Brunswick,3056.0,Melbourne,Moreland,Greater Metro,-37.766756,144.960049
14107,4768,Sydney Road,Sydney Rd/Victoria St (Brunswick),Kerbside,Brunswick,3056.0,Melbourne,Moreland,Greater Metro,-37.766934,144.961668
14108,4769,Sydney Road,Sydney Rd/Blyth St (Brunswick),Kerbside,Brunswick,3056.0,Melbourne,Moreland,Greater Metro,-37.765471000000005,144.96262099999998
14109,4770,Burchett Street,Burchett St/Blyth St (Brunswick),Kerbside,Brunswick,3056.0,Melbourne,Moreland,Greater Metro,-37.765785,144.965591
14112,4773,Lygon Street,Lygon St/Blyth St (Brunswick East),Kerbside,Brunswick East,3057.0,Melbourne,Moreland,Greater Metro,-37.766528,144.972497
14114,4775,Bellvue Street,Bellvue St/Blyth St (Brunswick East),Kerbside,Brunswick East,3057.0,Melbourne,Moreland,Greater Metro,-37.766935,144.976754
14115,4776,Nicholson Street,Nicholson St/Blyth St (Brunswick East),Kerbside,Brunswick East,3057.0,Melbourne,Moreland,Greater Metro,-37.767315999999994,144.98001399999998
14116,4777,Roberts Street,Roberts St/Blyth St (Brunswick East),Kerbside,Brunswick East,3057.0,Melbourne,Moreland,Greater Metro,-37.767314,144.982619
14117,5621,Murray Road,Murray Rd/Champ St (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.73468,144.96766000000002
14125,5651,Urquhart Street,Urquhart St/Sydney Rd (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.740746,144.966614
14127,5654,Jackson Parade,Jackson Pde/Boyne St (Coburg North),Kerbside,Coburg North,3058.0,Melbourne,Moreland,Greater Metro,-37.731707,144.98113600000002
14128,5655,Blanche Court,Blanche Ct/Claremont St (Coburg North),Kerbside,Coburg North,3058.0,Melbourne,Moreland,Greater Metro,-37.73284,144.98122
14129,5657,Murray Road,Murray Rd/Elizabeth St (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.73526,144.98309
14130,5658,Claremont Park,Claremont Park/Murray Rd (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.73585,144.98154399999999
14179,40095,Elizabeth Drive,Elizabeth Dr/Bayview Rd (Rosebud),Kerbside,Rosebud,3939.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.372175,144.91247099999998
14191,40107,Rosebud Plaza,Rosebud Plaza/McCombe St (Rosebud),Kerbside,Rosebud,3939.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.360772999999995,144.891979
14223,14560,Tesselaar's Tulip Farm,Tesselaar's Tulip Farm/Monbulk Rd (Silvan),Bus Bay,Silvan,3795.0,Yarra Ranges,Yarra Ranges,Greater Metro,-37.844896999999996,145.423956
14230,14569,Menin Road,Menin Rd/Baynes Park Rd (Monbulk),Kerbside,Monbulk,3793.0,Yarra Ranges,Yarra Ranges,Greater Metro,-37.876957,145.406572
14238,14577,Kallista Primary School,Kallista Primary School/Kallista-Emerald Rd (Kallista),Bus Bay,Kallista,3791.0,Yarra Ranges,Yarra Ranges,Greater Metro,-37.885057,145.37021299999998
14242,14587,Birmingham Road,Birmingham Rd/Hereford Rd (Mount Evelyn),Kerbside,Mount Evelyn,3796.0,Melbourne,Yarra Ranges,Greater Metro,-37.784648,145.38178100000002
14250,14639,Darling Avenue,Upwey Railway Station/Burwood Hwy (Upwey),Bus Bay,Upwey,3158.0,Melbourne,Yarra Ranges,Greater Metro,-37.903667999999996,145.331983
14252,4281,Renshaw Street,Renshaw St/Wetherby Rd (Doncaster East),Bus Bay,Doncaster East,3109.0,Melbourne,Manningham,Greater Metro,-37.793607,145.142699
14253,4282,Eastern Fwy on ramp,Eastern Freeway On Ramp/Wetherby Rd (Doncaster East),Bus Bay,Doncaster East,3109.0,Melbourne,Manningham,Greater Metro,-37.797643,145.142246
14259,4300,Larnoo Drive,Larnoo Dr/Reynolds Rd (Doncaster East),Bus Bay,Doncaster East,3109.0,Melbourne,Manningham,Greater Metro,-37.76505,145.17821999999998
14270,4312,Roy St,Roy St/Springvale Rd (Donvale),Kerbside,Donvale,3111.0,Melbourne,Manningham,Greater Metro,-37.798,145.17862
14273,4342,William St,William St/Mitcham Rd (Donvale),Bus Bay,Donvale,3111.0,Melbourne,Manningham,Greater Metro,-37.800302,145.182964
14274,4343,Donvale Reserve,Donvale Reserve/Mitcham Rd (Donvale),Kerbside,Donvale,3111.0,Melbourne,Manningham,Greater Metro,-37.794633000000005,145.177269
14276,4345,Old Warrandyte Rd,Old Warrandyte Rd/Mitcham Rd (Donvale),Kerbside,Donvale,3111.0,Melbourne,Manningham,Greater Metro,-37.790903,145.173684
14277,4346,Tunstall Square SC,Tunstall Square SC/Doncaster Rd (Doncaster East),Bus Bay,Doncaster East,3109.0,Melbourne,Manningham,Greater Metro,-37.790144,145.169883
14280,4349,Blackburn Rd,Blackburn Rd/Doncaster Rd (Doncaster East),Kerbside,Doncaster East,3109.0,Melbourne,Manningham,Greater Metro,-37.789118,145.16088
14281,4350,Devon Dr,Devon Dr/Doncaster Rd (Doncaster East),Bus Bay,Doncaster East,3109.0,Melbourne,Manningham,Greater Metro,-37.788716,145.157529
14282,4351,Leeds St,Leeds St/Doncaster Rd (Doncaster East),Bus Bay,Doncaster East,3109.0,Melbourne,Manningham,Greater Metro,-37.788177000000005,145.153133
14283,4352,Jackson Ct,Jackson Ct/Doncaster Rd (Doncaster East),Bus Bay,Doncaster East,3109.0,Melbourne,Manningham,Greater Metro,-37.787706,145.14901
14284,4353,Wetherby Rd,Wetherby Rd/Doncaster Rd (Doncaster East),Kerbside,Doncaster East,3109.0,Melbourne,Manningham,Greater Metro,-37.787223,145.144653
14285,4354,Church Rd,Church Rd/Doncaster Rd (Doncaster),Bus Bay,Doncaster,3108.0,Melbourne,Manningham,Greater Metro,-37.786506,145.138226
14286,4355,Pleasant Ave,Pleasant Ave/Doncaster Rd (Doncaster),Kerbside,Doncaster,3108.0,Melbourne,Manningham,Greater Metro,-37.786792999999996,145.135495
14287,4356,Whittens Lane,Whittens Lane/Doncaster Rd (Doncaster),Bus Bay,Doncaster,3108.0,Melbourne,Manningham,Greater Metro,-37.787376,145.132211
14288,4357,Clay Dr,Clay Dr/Doncaster Rd (Doncaster),Kerbside,Doncaster,3108.0,Melbourne,Manningham,Greater Metro,-37.787449,145.128726
14289,4358,Doncaster Junction,Doncaster Junction/Doncaster Rd (Doncaster),Bus Bay,Doncaster,3108.0,Melbourne,Manningham,Greater Metro,-37.787434000000005,145.125924
14290,4359,Rose St,Rose St/Doncaster Rd (Doncaster),Bus Bay,Doncaster,3108.0,Melbourne,Manningham,Greater Metro,-37.788045000000004,145.121465
14291,4360,Carawatha Rd,Carawatha Rd/Doncaster Rd (Doncaster),Bus Bay,Doncaster,3108.0,Melbourne,Manningham,Greater Metro,-37.787946999999996,145.116617
14292,12605,Nepean Highway,864 Nepean Hwy (Mornington),Bus Bay,Mornington,3931.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.237425,145.03598799999997
14294,12608,Craigcare Nursing Home,Craigcare Nursing Home/688 Nepean Hwy (Mornington),Kerbside,Mornington,3931.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.251568,145.036563
14295,12609,Craigie Road,Craigie Rd/Nepean Hwy (Mount Martha),Bus Bay,Mount Martha,3934.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.254774,145.03614
14302,12625,Seacombe St,Seacombe St/Point Nepean Rd (Dromana),Kerbside,Dromana,3936.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.329287,144.97199799999999
14303,12626,Kangerong Av,Kangerong Ave/Point Nepean Rd (Dromana),Kerbside,Dromana,3936.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.330721000000004,144.9691
14305,12628,Dromana Hub SC,Dromana Hub Shopping Centre/Point Nepean Rd (Dromana),Bus Bay,Dromana,3936.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.333096999999995,144.96416299999999
14306,12629,Heales Street,Heales St/Point Nepean Rd (Dromana),Kerbside,Dromana,3936.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.335398,144.959475
14316,12649,Oxford Rd,Oxford Rd/Hotham Rd (Sorrento),Bus Bay,Sorrento,3943.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.333613,144.72657
14319,12652,Melbourne Rd,Melbourne Rd/Ocean Beach Rd (Sorrento),Bus Bay,Sorrento,3943.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.339842,144.73703700000002
14320,12653,Sorrento Shops,Ocean Beach Rd/Kerferd Ave (Sorrento),Kerbside,Sorrento,3943.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.340313,144.73996200000002
14321,12654,Watson Rd,Watson Rd/Coppin Rd (Sorrento),Kerbside,Sorrento,3943.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.343666,144.739423
14333,884,Briar Ct,Briar Ct/Gorge Rd (South Morang),Kerbside,South Morang,3752.0,Whittlesea,Whittlesea,Greater Metro,-37.651548999999996,145.090749
14334,885,Oleander Dr,Oleander Dr/McDonalds Rd (South Morang),Kerbside,South Morang,3752.0,Whittlesea,Whittlesea,Greater Metro,-37.650639,145.08140600000002
14335,888,Civic Dr,Civic Dr/Morang Dr (Mill Park),Kerbside,Mill Park,3082.0,Melbourne,Whittlesea,Greater Metro,-37.652097,145.065275
14336,889,Centenary Dr,Centenary Dr/Morang Dr (Mill Park),Bus Bay,Mill Park,3082.0,Melbourne,Whittlesea,Greater Metro,-37.653533,145.062777
14338,891,Pulford Cres,Pulford Cres/Centenary Dr (Mill Park),Kerbside,Mill Park,3082.0,Melbourne,Whittlesea,Greater Metro,-37.657862,145.066017
14347,1009,Maple Street,Maple St/Dalton Rd (Lalor),Kerbside,Lalor,3075.0,Melbourne,Whittlesea,Greater Metro,-37.675019,145.030617
14348,1010,Deakin Avenue,Deakin Ave/Dalton Rd (Lalor),Kerbside,Lalor,3075.0,Melbourne,Whittlesea,Greater Metro,-37.671744,145.031159
14356,1018,Rufus St,Coulstock St/Davisson St (Epping),Bus Bay,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.649725,145.029783
14360,1022,Greenbrook SC,Greenbrook SC/McDonalds Rd (Epping),Bus Bay,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.645843,145.040095
14361,1023,Greenview Ct,Greenview Ct/McDonalds Rd (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.646217,145.04349399999998
14362,1024,Merrill Dr,Merrill Dr/McDonalds Rd (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.646491999999995,145.046065
14366,1028,Glendale Avenue,Glendale Ave/Derby Dr (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.643104,145.048304
14368,1030,Northumberland Drive,Northumberland Dr/Derby Dr (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.642608,145.042071
14370,1032,Church Street,Church St/High St (Epping),Kerbside,Epping,3076.0,Melbourne,Whittlesea,Greater Metro,-37.645531,145.026387
14372,10972,Burgundy Street,Sheffields Lane/Cape St (Heidelberg),Kerbside,Heidelberg,3084.0,Melbourne,Banyule,Greater Metro,-37.755789,145.067169
14376,10976,St James Road,St James Rd/Rosanna Rd (Heidelberg),Kerbside,Heidelberg,3084.0,Melbourne,Banyule,Greater Metro,-37.748571999999996,145.071167
14378,10978,Millicent Street,Millicent St/Lower Plenty Rd (Rosanna),Kerbside,Rosanna,3084.0,Melbourne,Banyule,Greater Metro,-37.74042,145.06927
14385,10986,Para Rd,Para Rd/Main Rd (Lower Plenty),Kerbside,Lower Plenty,3093.0,Melbourne,Banyule,Greater Metro,-37.726548,145.114009
14387,10988,Looker Rd,Looker Rd/Main Rd (Montmorency),Kerbside,Montmorency,3094.0,Melbourne,Banyule,Greater Metro,-37.725325,145.122758
14396,11004,St Helena Road,St Helena Rd/Mountain View Rd (Greensborough),Kerbside,Greensborough,3088.0,Melbourne,Banyule,Greater Metro,-37.700362,145.11508
14401,11009,Nepean Street,Nepean St/Delta Rd (Greensborough),Kerbside,Greensborough,3088.0,Melbourne,Banyule,Greater Metro,-37.712648,145.094325
14402,11010,Delta Road,Delta Rd/Elder St (Watsonia),Kerbside,Watsonia,3087.0,Melbourne,Banyule,Greater Metro,-37.714314,145.092727
14406,11015,Watsonia Road,Watsonia Rd/Greensborough Hwy (Watsonia),Bus Bay,Watsonia,3087.0,Melbourne,Banyule,Greater Metro,-37.713609999999996,145.082945
14407,11016,Torbay Street,Torbay St/Greensborough Hwy (Macleod),Kerbside,Macleod,3085.0,Melbourne,Banyule,Greater Metro,-37.718308,145.081292
14413,18626,Fountain Dr,Fountain Dr/Tinks Rd (Narre Warren),Kerbside,Narre Warren,3805.0,Melbourne,Casey,Greater Metro,-38.013172,145.290697
14415,18628,Susan Cl,Susan Cl/Saffron Dr (Narre Warren),Kerbside,Narre Warren,3805.0,Melbourne,Casey,Greater Metro,-38.006079,145.289471
14416,18629,St John of God Hospital,St John Of God Hospital/Gloucester Ave (Berwick),Kerbside,Berwick,3806.0,Melbourne,Casey,Greater Metro,-38.036297999999995,145.345314
14417,19380,Cairns Rd,Cairns Rd/McDowall Rd (Hampton Park),Kerbside,Hampton Park,3976.0,Melbourne,Casey,Greater Metro,-38.038608,145.25363000000002
14419,19883,Berwick,Berwick Railway Station (Berwick),Platform,Berwick,3806.0,Melbourne,Casey,Greater Metro,-38.040409999999994,145.345721
14420,19884,Narre Warren,Narre Warren Railway Station (Narre Warren),Platform,Narre Warren,3805.0,Melbourne,Casey,Greater Metro,-38.027809000000005,145.303967
14421,19885,Hallam,Hallam Railway Station (Hallam),Platform,Hallam,3803.0,Melbourne,Casey,Greater Metro,-38.017742999999996,145.269773
14422,19886,Cranbourne,Cranbourne Railway Station (Cranbourne),Platform,Cranbourne,3977.0,Melbourne,Casey,Greater Metro,-38.099540000000005,145.280595
14423,19887,Merinda Park,Merinda Park Railway Station (Cranbourne North),Platform,Cranbourne North,3977.0,Melbourne,Casey,Greater Metro,-38.079003,145.263507
14427,20184,Doveton Av,Doveton Ave/Princes Hwy (Eumemmerring),Kerbside,Eumemmerring,3177.0,Melbourne,Casey,Greater Metro,-38.003346,145.249787
14428,20185,Harmer Rd,Harmer Rd/Princes Hwy (Hallam),Kerbside,Hallam,3803.0,Melbourne,Casey,Greater Metro,-38.004182,145.256598
14431,20259,Hampton Park SC,Hampton Park SC/Fordholm Rd (Hampton Park),Kerbside,Hampton Park,3976.0,Melbourne,Casey,Greater Metro,-38.0353,145.26455
14432,21023,Berwick Station,Berwick Railway Station/Reserve St (Berwick),Bus Bay,Berwick,3806.0,Melbourne,Casey,Greater Metro,-38.038788000000004,145.344551
14433,21024,Berwick Station,Berwick Railway Station/Reserve St (Berwick),Bus Bay,Berwick,3806.0,Melbourne,Casey,Greater Metro,-38.038999,145.345126
14434,21025,Berwick Station,Berwick Station/Reserve St (Berwick),Bus Bay,Berwick,3806.0,Melbourne,Casey,Greater Metro,-38.038716,145.34505900000002
14435,21026,Fountain Gate SC,Fountain Gate SC/Overland Dr (Narre Warren),Bus Bay,Narre Warren,3805.0,Melbourne,Casey,Greater Metro,-38.01948,145.303528
14436,21027,Fountain Gate SC,Fountain Gate Shopping Centre/Overland Dr (Narre Warren),Bus Bay,Narre Warren,3805.0,Melbourne,Casey,Greater Metro,-38.01943,145.30329
14437,21028,Fountain Gate SC,Fountain Gate SC/Overland Dr (Narre Warren),Bus Bay,Narre Warren,3805.0,Melbourne,Casey,Greater Metro,-38.019445000000005,145.303498
14438,21224,Cranbourne Park SC,Cranbourne Park SC/Lyall St (Cranbourne),Bus Bay,Cranbourne,3977.0,Melbourne,Casey,Greater Metro,-38.109515,145.28443000000001
14439,21226,Cranbourne Station,Cranbourne Station/Station St (Cranbourne),Bus Bay,Cranbourne,3977.0,Melbourne,Casey,Greater Metro,-38.100328000000005,145.28128700000002
14440,21227,Cranbourne Station,Cranbourne Station/Station St (Cranbourne),Bus Bay,Cranbourne,3977.0,Melbourne,Casey,Greater Metro,-38.100225,145.281148
14448,21400,Brookland Greens Bvd,Brookland Greens Bvd/Cranbourne-Frankston Rd (Cranbourne),Kerbside,Cranbourne,3977.0,Melbourne,Casey,Greater Metro,-38.119181,145.25061499999998
14449,21401,St Peters College,St Peters College/Cranbourne-Frankston Rd (Cranbourne),Bus Bay,Cranbourne,3977.0,Melbourne,Casey,Greater Metro,-38.10974,145.257553
14450,21402,Amstel Golf Club,Amstel Golf Club/Cranbourne-Frankston Rd (Cranbourne),Kerbside,Cranbourne,3977.0,Melbourne,Casey,Greater Metro,-38.109987,145.257207
14452,20967,Werribee Station,Werribee Railway Station/Manly St (Werribee),Bus Bay,Werribee,3030.0,Melbourne,Wyndham,Greater Metro,-37.898821999999996,144.660746
14453,20968,Werribee Station,Werribee Railway Station/Manly St (Werribee),Bus Bay,Werribee,3030.0,Melbourne,Wyndham,Greater Metro,-37.89894,144.66051000000002
14454,20970,Werribee Station,Werribee Railway Station/Manly St (Werribee),Bus Bay,Werribee,3030.0,Melbourne,Wyndham,Greater Metro,-37.898775,144.66043
14455,20971,Werribee Station,Werribee Railway Station/Manly St (Werribee),Bus Bay,Werribee,3030.0,Melbourne,Wyndham,Greater Metro,-37.898734000000005,144.661031
14456,20972,Werribee Station,Werribee Railway Station/Manly St (Werribee),Bus Bay,Werribee,3030.0,Melbourne,Wyndham,Greater Metro,-37.898720000000004,144.660622
14457,21042,Sidwell Avenue - Stop 42,42-Allan Rd/Balaclava Rd (Caulfield North),Kerbside,Caulfield North,3161.0,Melbourne,Glen Eira,Greater Metro,-37.870179,145.005311
